Year,Brand,Model,driven ,owners,fuel,prices,car type
2015,Hyundai,Grand,31857,1,PETROL,429000,Hatchback
2017,Maruti,Wagon,36847,2,CNG,375000,Hatchback
2017,Maruti,Wagon,59340,1,CNG,393000,Hatchback
2017,Maruti,Swift,23411,1,PETROL,496000,Hatchback
2021,Maruti,New,11091,1,CNG,626000,Hatchback
2018,Maruti,Wagon,35357,1,CNG,434000,Hatchback
2015,Maruti,Wagon,78067,1,CNG,349000,Hatchback
2019,Maruti,New,50620,1,CNG,542000,Hatchback
2012,Maruti,WAGON,88986,1,CNG,298000,Hatchback
2021,Maruti,New,24191,1,CNG,626800,Hatchback
2016,Maruti,CELERIO,75190,1,CNG,414000,Hatchback
2018,Maruti,Wagon,16333,1,CNG,465000,Hatchback
2019,Maruti,New,26397,1,PETROL,572000,Hatchback
2017,Hyundai,Grand,35088,1,PETROL,542000,Hatchback
2013,Hyundai,Grand,40288,2,PETROL,342000,Hatchback
2016,Maruti,ALTO,8817,1,PETROL,285000,Hatchback
2019,Maruti,Baleno,42053,2,PETROL,689000,Hatchback
2012,Toyota,Etios,24434,2,PETROL,251000,Hatchback
2014,Honda,Brio,21224,1,PETROL,277000,Hatchback
2015,Maruti,Celerio,64130,2,PETROL,375000,Hatchback
2011,Hyundai,i20,48168,1,PETROL,181000,Hatchback
2021,Maruti,New,5883,1,CNG,635000,Hatchback
2017,Hyundai,Creta,54439,1,PETROL,935000,SUV
2016,Mahindra,XUV500,60603,1,DIESEL,1375000,SUV
2014,Maruti,Ertiga,64384,2,DIESEL,781000,SUV
2020,RENAULT,TRIBER,18731,1,PETROL,709000,SUV
2021,Maruti,Eeco,19088,2,PETROL,442000,SUV
2014,Ford,Ecosport,86820,1,DIESEL,638000,SUV
2013,NISSAN,TERRANO,77787,2,DIESEL,595000,SUV
2017,Honda,WR-V,20936,1,PETROL,698000,SUV
2019,Tata,Harrier,42757,1,DIESEL,1452000,SUV
2018,Tata,NEXON,44428,2,PETROL,760000,SUV
2018,RENAULT,DUSTER,58204,1,DIESEL,870000,SUV
2020,KIA,SELTOS,37245,1,DIESEL,1253000,SUV
2019,Renault,TRIBER,16157,2,PETROL,669000,SUV
2022,Tata,PUNCH,12361,2,PETROL,760000,SUV
2021,Hyundai,VENUE,4008,1,PETROL,880000,SUV
2018,Maruti,Ertiga,64563,2,DIESEL,1023000,SUV
2021,Tata,NEXON,36107,1,PETROL,980000,SUV
2021,Nissan,MAGNITE,26095,1,PETROL,733000,SUV
2021,Renault,Kiger,21642,2,PETROL,1025000,SUV
2015,Mahindra,Thar,41493,2,DIESEL,906000,SUV
2017,Maruti,Ertiga,77827,1,DIESEL,861000,SUV
2019,Maruti,EECO,12344,2,PETROL,481000,SUV
2012,Maruti,Ertiga,98413,2,DIESEL,633000,SUV
2018,Hyundai,Creta,69160,1,DIESEL,1250000,SUV
2016,MAHINDRA,KUV100,35457,1,PETROL,490000,SUV
2022,MG,ASTOR,3751,1,PETROL,1795000,SUV
2021,Skoda,KUSHAQ,10928,1,PETROL,1563000,SUV
2017,Renault,Duster,60965,1,DIESEL,932000,SUV
2017,Hyundai,Creta,70608,1,DIESEL,1065000,SUV
2019,KIA,SELTOS,29634,1,DIESEL,1373000,SUV
2021,Renault,Kiger,15105,2,PETROL,859000,SUV
2017,Honda,BR-V,23055,1,PETROL,928000,SUV
2020,Mahindra,XUV,26776,2,PETROL,999000,SUV
2018,Hyundai,Creta,25434,2,PETROL,1082000,SUV
2018,Fiat,URBAN,36952,1,DIESEL,712000,SUV
2020,Maruti,S,35754,1,PETROL,905000,SUV
2016,Maruti,Vitara,82685,1,DIESEL,725000,SUV
2017,Renault,Duster,27977,1,DIESEL,995000,SUV
2020,Renault,TRIBER,7756,1,PETROL,778000,SUV
2021,Renault,Kiger,32302,1,PETROL,1079000,SUV
2021,Renault,Kiger,27839,1,PETROL,903000,SUV
2019,HYUNDAI,CRETA,60781,1,PETROL,1184000,SUV
2020,Hyundai,VENUE,12183,1,PETROL,883000,SUV
2013,RENAULT,DUSTER,93819,1,DIESEL,575000,SUV
2021,Skoda,KUSHAQ,32900,1,PETROL,1186000,SUV
2020,Hyundai,VENUE,23330,1,PETROL,868000,SUV
2019,KIA,SELTOS,32988,2,PETROL,1443000,SUV
2021,Mahindra,Thar,20614,2,DIESEL,1617000,SUV
2021,Renault,Kiger,14426,1,PETROL,1119000,SUV
2022,Mahindra,Bolero,20376,1,DIESEL,1133000,SUV
2021,Renault,Kiger,17522,1,PETROL,1104000,SUV
2014,MAHINDRA,SCORPIO,52627,1,DIESEL,993000,SUV
2016,MAHINDRA,KUV100,46961,2,DIESEL,486000,SUV
2019,Hyundai,Creta,80463,1,DIESEL,1412000,SUV
2020,Maruti,Vitara,39765,2,PETROL,878000,SUV
2017,Renault,Duster,47127,1,PETROL,775000,SUV
2019,Renault,Duster,49125,1,DIESEL,897000,SUV
2016,RENAULT,DUSTER,73494,2,DIESEL,871000,SUV
2017,Mahindra,XUV500,77254,1,DIESEL,1105000,SUV
2020,Hyundai,VENUE,12915,1,PETROL,1210000,SUV
2017,Mahindra,XUV500,61290,2,DIESEL,1224000,SUV
2021,KIA,SONET,14710,1,DIESEL,1156000,SUV
2017,Maruti,Vitara,76660,1,DIESEL,770000,SUV
2019,Mahindra,KUV,12384,2,PETROL,573000,SUV
2019,Ford,Ecosport,44093,1,PETROL,823000,SUV
2021,Renault,Kiger,16055,1,PETROL,1044000,SUV
2018,HYUNDAI,TUCSON,63440,2,DIESEL,1500000,SUV
2019,Hyundai,VENUE,15848,2,PETROL,1101000,SUV
2021,Hyundai,VENUE,20578,1,PETROL,1017000,SUV
2015,Mahindra,XUV500,9745,1,DIESEL,1101000,SUV
2017,Renault,Duster,71237,1,DIESEL,786000,SUV
2021,Tata,NEXON,10309,1,PETROL,1087000,SUV
2018,Ford,Ecosport,37531,2,DIESEL,965000,SUV
2021,Maruti,Vitara,15708,1,PETROL,1055000,SUV
2017,RENAULT,CAPTUR,73947,2,DIESEL,686000,SUV
2016,Mahindra,TUV300,43214,1,DIESEL,777000,SUV
2017,Honda,WR-V,44532,1,DIESEL,844000,SUV
2021,Mahindra,Thar,9823,2,PETROL,1594000,SUV
2019,Renault,Duster,37002,2,PETROL,879000,SUV
2016,Ford,Ecosport,90117,1,DIESEL,664000,SUV
2019,KIA,SELTOS,77010,1,PETROL,1117000,SUV
2020,TATA,Harrier,46493,1,DIESEL,1764000,SUV
2022,Mahindra,BOLERO,26290,1,DIESEL,1151000,SUV
2014,Renault,Duster,67733,1,DIESEL,626000,SUV
2020,KIA,SELTOS,17147,1,PETROL,1409000,SUV
2021,TATA,SAFARI,21813,1,DIESEL,2222000,SUV
2017,Hyundai,Creta,39759,1,PETROL,913000,SUV
2017,MAHINDRA,KUV100,51500,2,DIESEL,500000,SUV
2018,Honda,WR-V,37566,2,PETROL,811000,SUV
2022,Nissan,MAGNITE,13800,1,PETROL,1051000,SUV
2016,Maruti,Vitara,25310,1,DIESEL,921000,SUV
2013,RENAULT,DUSTER,56442,1,DIESEL,625000,SUV
2015,MAHINDRA,XUV500,95467,1,DIESEL,962000,SUV
2017,Renault,Duster,59690,2,DIESEL,816000,SUV
2019,KIA,SELTOS,14855,2,PETROL,1266000,SUV
2018,TATA,NEXON,48237,1,PETROL,860000,SUV
2021,Hyundai,VENUE,27466,1,PETROL,854000,SUV
2018,Renault,Duster,18610,1,PETROL,921000,SUV
2017,Honda,WR-V,80941,2,PETROL,724000,SUV
2018,FORD,ECOSPORT,35369,1,PETROL,751000,SUV
2020,Hyundai,VENUE,45838,1,PETROL,853000,SUV
2016,Renault,Duster,75545,1,DIESEL,854000,SUV
2016,Maruti,S,49726,1,DIESEL,867000,SUV
2019,Tata,NEXON,67271,1,DIESEL,933000,SUV
2022,Nissan,MAGNITE,2716,1,PETROL,1142000,SUV
2016,HYUNDAI,CRETA,67621,1,PETROL,913000,SUV
2018,Renault,Captur,40592,1,DIESEL,751000,SUV
2016,Maruti,S,48266,2,DIESEL,758000,SUV
2015,Mahindra,XUV500,67077,1,DIESEL,1046000,SUV
2019,FORD,ECOSPORT,30149,1,DIESEL,945000,SUV
2017,Honda,WR-V,93518,1,DIESEL,790000,SUV
2021,KIA,SELTOS,29225,1,PETROL,1248000,SUV
2018,Tata,NEXON,27891,1,PETROL,869000,SUV
2022,KIA,SELTOS,2109,1,PETROL,1968000,SUV
2015,Maruti,S,91260,2,DIESEL,682000,SUV
2021,Renault,Kiger,13614,1,PETROL,883000,SUV
2017,Ford,Ecosport,71869,1,PETROL,704000,SUV
2021,RENAULT,Kiger,8434,1,PETROL,828000,SUV
2017,Renault,Duster,33048,2,PETROL,783000,SUV
2018,Mahindra,MARAZZO,16097,1,DIESEL,1225000,SUV
2020,Renault,TRIBER,9797,1,PETROL,786000,SUV
2020,Hyundai,VENUE,21921,1,PETROL,877000,SUV
2017,Renault,Duster,73010,1,DIESEL,895000,SUV
2018,TATA,NEXON,22325,1,PETROL,788000,SUV
2016,Renault,Duster,85849,2,DIESEL,888000,SUV
2021,Renault,Kiger,14598,1,PETROL,881000,SUV
2020,Maruti,S,34624,1,PETROL,1016000,SUV
2021,Hyundai,VENUE,27540,1,DIESEL,1123000,SUV
2018,MAHINDRA,MARAZZO,83809,1,DIESEL,1020000,SUV
2019,Tata,NEXON,32192,2,PETROL,1012000,SUV
2017,Mahindra,XUV500,66971,1,DIESEL,1492000,SUV
2021,Renault,Duster,12307,1,PETROL,1309000,SUV
2018,HYUNDAI,CRETA,60950,1,PETROL,1102000,SUV
2016,Renault,Duster,79298,1,DIESEL,872000,SUV
2022,Mahindra,Bolero,6152,1,DIESEL,1169000,SUV
2019,Hyundai,Tucson,100049,1,PETROL,1635000,SUV
2017,Renault,Duster,43674,2,DIESEL,909000,SUV
2021,Maruti,S,9858,1,PETROL,1065000,SUV
2017,Ford,Ecosport,71122,1,DIESEL,742000,SUV
2020,Renault,Duster,66478,1,PETROL,883000,SUV
2021,Renault,Kiger,12233,1,PETROL,833000,SUV
2016,HYUNDAI,CRETA,48147,1,PETROL,913000,SUV
2018,Mahindra,MARAZZO,63509,1,DIESEL,1085000,SUV
2017,Honda,WR-V,46990,2,PETROL,795000,SUV
2018,Tata,NEXON,26317,2,PETROL,978000,SUV
2019,KIA,SELTOS,20986,1,PETROL,1548000,SUV
2019,Tata,Harrier,36857,2,DIESEL,1542000,SUV
2020,Hyundai,VENUE,43055,2,DIESEL,1169000,SUV
2020,Maruti,S,25099,1,PETROL,1149000,SUV
2019,KIA,SELTOS,20453,1,PETROL,1722000,SUV
2021,Renault,Kiger,14608,1,PETROL,1000000,SUV
2017,Renault,Duster,24130,2,PETROL,822000,SUV
2019,KIA,SELTOS,35357,1,PETROL,1424000,SUV
2016,Renault,Duster,96060,1,DIESEL,897000,SUV
2016,Renault,Duster,56003,2,DIESEL,857000,SUV
2020,Maruti,S,13516,1,PETROL,1116000,SUV
2019,KIA,SELTOS,12847,1,PETROL,1565000,SUV
2020,Renault,Duster,20743,1,PETROL,1020000,SUV
2016,Maruti,S,94756,1,DIESEL,784000,SUV
2018,Mahindra,MARAZZO,76574,1,DIESEL,1220000,SUV
2020,HYUNDAI,VENUE,41894,1,PETROL,1025000,SUV
2016,Ford,Ecosport,56368,1,PETROL,762000,SUV
2018,MAHINDRA,XUV500,51855,1,DIESEL,1709000,SUV
2018,Tata,NEXON,21910,1,PETROL,790000,SUV
2021,Renault,Duster,7166,1,PETROL,1137000,SUV
2021,Renault,Kiger,16264,1,PETROL,902000,SUV
2021,Mahindra,XUV,13747,1,PETROL,1271000,SUV
2021,Renault,Kiger,11392,1,PETROL,887000,SUV
2019,RENAULT,CAPTUR,26583,1,PETROL,953000,SUV
2022,Volkswagen,TAIGUN,15119,1,PETROL,1595000,SUV
2017,HYUNDAI,CRETA,54362,2,PETROL,969000,SUV
2021,Maruti,Vitara,18348,1,PETROL,989000,SUV
2022,Tata,PUNCH,2276,1,PETROL,1057000,SUV
2019,KIA,SELTOS,55105,1,PETROL,1502000,SUV
2018,Ford,Ecosport,24567,2,PETROL,1006000,SUV
2016,Renault,Duster,65138,1,DIESEL,911000,SUV
2018,TATA,NEXON,29919,1,DIESEL,1017000,SUV
2017,Renault,Duster,63987,1,PETROL,842000,SUV
2016,Mahindra,TUV300,81272,1,DIESEL,759000,SUV
2020,Hyundai,VENUE,8881,1,PETROL,931000,SUV
2018,Tata,NEXON,46978,1,PETROL,860000,SUV
2016,Maruti,S,33741,1,DIESEL,862000,SUV
2016,Ford,Ecosport,88415,2,PETROL,711000,SUV
2017,RENAULT,CAPTUR,34690,1,DIESEL,932000,SUV
2019,KIA,SELTOS,49589,1,PETROL,1762000,SUV
2020,RENAULT,DUSTER,49139,1,PETROL,1074000,SUV
2019,Tata,NEXON,33444,2,PETROL,989000,SUV
2018,Renault,Duster,41393,1,PETROL,929000,SUV
2020,Maruti,Vitara,5891,1,PETROL,964000,SUV
2019,Ford,Ecosport,40849,1,DIESEL,1018000,SUV
2016,Maruti,S,76836,2,DIESEL,848000,SUV
2020,Hyundai,VENUE,46640,2,PETROL,1054000,SUV
2021,Tata,Harrier,18679,1,DIESEL,2107000,SUV
2016,Mahindra,TUV300,80670,1,DIESEL,752000,SUV
2016,Maruti,S,69577,1,DIESEL,770000,SUV
2021,MAHINDRA,XUV,22237,2,DIESEL,1321000,SUV
2018,Tata,NEXON,86127,1,DIESEL,953000,SUV
2019,Tata,NEXON,25901,2,DIESEL,1079000,SUV
2022,Renault,Kiger,17605,1,PETROL,869000,SUV
2016,Renault,Duster,60795,2,DIESEL,866000,SUV
2016,Ford,Ecosport,39441,2,PETROL,745000,SUV
2018,Renault,Duster,31214,1,PETROL,927000,SUV
2020,KIA,SELTOS,34232,2,PETROL,1507000,SUV
2018,Renault,Duster,40128,2,PETROL,894000,SUV
2016,Renault,Duster,21016,1,DIESEL,950000,SUV
2018,Ford,Ecosport,50379,2,PETROL,803000,SUV
2015,Mahindra,XUV500,36489,1,DIESEL,1102000,SUV
2019,Ford,Ecosport,63133,1,DIESEL,1086000,SUV
2021,KIA,SELTOS,29601,1,PETROL,1448000,SUV
2020,MAHINDRA,XUV,92011,1,PETROL,1039000,SUV
2018,Maruti,Vitara,39514,1,DIESEL,1025000,SUV
2019,Tata,NEXON,13782,1,DIESEL,1099000,SUV
2019,KIA,SELTOS,10573,1,PETROL,1758000,SUV
2019,KIA,SELTOS,32040,2,PETROL,1437000,SUV
2020,RENAULT,DUSTER,20546,2,PETROL,1124000,SUV
2020,Renault,TRIBER,20553,1,PETROL,789000,SUV
2016,Renault,Duster,53576,1,DIESEL,871000,SUV
2020,Ford,Ecosport,15365,2,PETROL,1218000,SUV
2018,Hyundai,Creta,84766,1,DIESEL,1172000,SUV
2020,KIA,SONET,52138,1,DIESEL,1427000,SUV
2019,KIA,SELTOS,38093,1,PETROL,1789000,SUV
2021,Skoda,KUSHAQ,17136,1,PETROL,1751000,SUV
2017,MAHINDRA,XUV500,69583,1,DIESEL,1459000,SUV
2017,Maruti,Vitara,59822,1,DIESEL,997000,SUV
2020,KIA,SELTOS,44116,2,PETROL,1587000,SUV
2020,Renault,Duster,11172,1,PETROL,1126000,SUV
2019,Tata,NEXON,44684,1,PETROL,1011000,SUV
2018,Renault,Captur,99952,1,DIESEL,702000,SUV
2022,Volkswagen,TAIGUN,5356,1,PETROL,1657000,SUV
2021,Tata,Harrier,27190,2,DIESEL,2044000,SUV
2021,Tata,NEXON,12823,1,PETROL,1196000,SUV
2019,KIA,SELTOS,11611,1,PETROL,1829000,SUV
2019,TATA,NEXON,69702,1,DIESEL,1083000,SUV
2017,Maruti,Vitara,39503,2,DIESEL,951000,SUV
2019,Ford,Ecosport,11540,1,PETROL,969000,SUV
2016,Ford,Ecosport,86116,1,PETROL,736000,SUV
2018,TATA,NEXON,43817,1,PETROL,803000,SUV
2016,Ford,Ecosport,18965,1,PETROL,823000,SUV
2022,Hyundai,VENUE,12781,2,PETROL,974000,SUV
2019,Mahindra,XUV,41824,1,DIESEL,1215000,SUV
2018,Renault,Captur,38199,2,DIESEL,1016000,SUV
2016,Renault,Duster,26302,2,DIESEL,901000,SUV
2021,Hyundai,VENUE,23985,1,PETROL,1095000,SUV
2017,FORD,ECOSPORT,38321,1,DIESEL,878000,SUV
2020,Ford,Ecosport,6589,1,PETROL,1132000,SUV
2020,Renault,Duster,11936,1,PETROL,1197000,SUV
2021,KIA,SELTOS,38943,1,PETROL,1723000,SUV
2017,FORD,ECOSPORT,71230,1,DIESEL,869000,SUV
2020,FORD,ECOSPORT,31724,1,PETROL,1150000,SUV
2018,Maruti,Vitara,72152,2,DIESEL,1071000,SUV
2021,HYUNDAI,VENUE,44749,1,PETROL,787000,SUV
2018,Honda,WR-V,50148,1,DIESEL,794000,SUV
2021,Renault,Kiger,20044,1,PETROL,682000,SUV
2019,Maruti,Eeco,77292,1,PETROL,457000,SUV
2019,KIA,SELTOS,40300,1,DIESEL,1248000,SUV
2016,Hyundai,Creta,81647,1,PETROL,839000,SUV
2021,Mahindra,Thar,13277,2,PETROL,1550000,SUV
2015,Hyundai,Creta,53811,2,PETROL,768000,SUV
2018,Maruti,Vitara,82676,1,DIESEL,828000,SUV
2016,Maruti,Ertiga,72842,1,DIESEL,857000,SUV
2019,Tata,NEXON,70862,1,DIESEL,790000,SUV
2016,Maruti,ERTIGA,55857,1,PETROL,777000,SUV
2015,Maruti,Ertiga,87119,2,DIESEL,686000,SUV
2018,Hyundai,Creta,54878,2,PETROL,876000,SUV
2013,Maruti,Ertiga,105946,2,PETROL,571000,SUV
2014,Mahindra,Scorpio,70752,1,DIESEL,945000,SUV
2012,Maruti,Ertiga,100065,1,DIESEL,626000,SUV
2015,Mahindra,XUV500,86946,1,DIESEL,1103000,SUV
2018,Honda,WR-V,23491,1,PETROL,747000,SUV
2019,Ford,Ecosport,41273,1,DIESEL,972000,SUV
2017,Mahindra,XUV500,92420,1,DIESEL,1259000,SUV
2019,Mahindra,Scorpio,53699,1,DIESEL,1237000,SUV
2018,Mahindra,XUV500,70417,1,DIESEL,1307000,SUV
2018,Mahindra,XUV500,60343,1,DIESEL,1529000,SUV
2020,KIA,SELTOS,12499,1,PETROL,1556000,SUV
2019,Maruti,Vitara,27515,2,DIESEL,996000,SUV
2017,MAHINDRA,XUV500,21818,1,DIESEL,1272000,SUV
2014,FORD,ECOSPORT,83387,1,DIESEL,662000,SUV
2012,Maruti,Ertiga,67770,2,DIESEL,645000,SUV
2015,Mahindra,XUV500,44485,1,DIESEL,1088000,SUV
2022,KIA,SELTOS,15756,1,DIESEL,1778000,SUV
2018,Maruti,Vitara,65133,1,DIESEL,959000,SUV
2018,Tata,NEXON,73399,2,DIESEL,990000,SUV
2017,Maruti,OMNI,69169,2,PETROL,290000,SUV
2019,Mahindra,XUV,27584,1,DIESEL,1194000,SUV
2019,Honda,Civic,20179,1,PETROL,1589000,Sedan
2012,Skoda,Rapid,81645,1,DIESEL,438000,Sedan
2013,HONDA,AMAZE,99044,2,DIESEL,374000,Sedan
2018,Honda,City,99861,1,PETROL,1006000,Sedan
2019,Maruti,Dzire,59197,1,PETROL,743000,Sedan
2018,Maruti,Dzire,41998,1,PETROL,723000,Sedan
2013,Maruti,Swift,4034,1,PETROL,484000,Sedan
2011,Hyundai,Verna,72101,2,PETROL,388000,Sedan
2017,Maruti,Dzire,89411,1,PETROL,569000,Sedan
2015,Hyundai,Xcent,42587,1,PETROL,486000,Sedan
2011,HONDA,CITY,84680,1,PETROL,409000,Sedan
2010,Maruti,SWIFT,43603,1,PETROL,351000,Sedan
2016,Maruti,Ciaz,72907,1,PETROL,635000,Sedan
2019,Hyundai,New,11290,2,PETROL,1557000,Sedan
2012,Honda,City,72234,1,PETROL,492000,Sedan
2019,Maruti,CIAZ,39980,1,PETROL,770000,Sedan
2016,Maruti,Ciaz,72394,1,PETROL,579000,Sedan
2014,HYUNDAI,VERNA,69232,2,DIESEL,668000,Sedan
2018,Honda,Amaze,33479,1,PETROL,655000,Sedan
2018,Hyundai,Verna,10821,1,PETROL,857000,Sedan
2016,Volkswagen,Vento,28671,2,PETROL,676000,Sedan
2009,Maruti,Swift,70353,1,PETROL,303000,Sedan
2012,Volkswagen,Vento,85639,1,PETROL,394000,Sedan
2015,Tata,Zest,49399,2,PETROL,435000,Sedan
2016,Hyundai,Verna,33419,1,PETROL,744000,Sedan
2021,Hyundai,Verna,24255,1,PETROL,1466000,Sedan
2018,Skoda,Rapid,16231,1,PETROL,1086000,Sedan
2020,Hyundai,AURA,25210,1,PETROL,810000,Sedan
2014,Maruti,Swift,27895,2,PETROL,504200,Sedan
2018,Tata,TIGOR,33783,2,PETROL,562000,Sedan
2020,Skoda,Rapid,11633,1,PETROL,916000,Sedan
2015,Honda,City,68842,1,PETROL,635000,Sedan
2015,Maruti,Ciaz,75287,2,DIESEL,648350,Sedan
2017,Honda,City,69050,2,PETROL,740000,Sedan
2016,Volkswagen,Vento,27783,1,PETROL,971000,Sedan
2015,HONDA,CITY,52340,1,PETROL,681000,Sedan
2017,Skoda,Rapid,63005,2,PETROL,814000,Sedan
2017,Honda,Amaze,22321,1,PETROL,604000,Sedan
2015,HONDA,AMAZE,61390,1,PETROL,481000,Sedan
2020,Maruti,Dzire,10037,2,PETROL,837000,Sedan
2014,Maruti,Swift,89128,1,PETROL,541000,Sedan
2014,HONDA,CITY,29798,1,PETROL,642000,Sedan
2016,Volkswagen,Vento,80212,1,DIESEL,814000,Sedan
2019,Skoda,Rapid,17289,1,PETROL,1165000,Sedan
2017,Hyundai,Verna,38396,1,PETROL,924000,Sedan
2018,Hyundai,Verna,46631,1,PETROL,845000,Sedan
2018,Honda,City,49423,1,PETROL,869000,Sedan
2019,Maruti,CIAZ,31630,1,PETROL,772000,Sedan
2016,Maruti,SWIFT,59296,2,DIESEL,681000,Sedan
2016,Volkswagen,Vento,51170,1,PETROL,672000,Sedan
2022,Skoda,SLAVIA,6817,1,PETROL,1693000,Sedan
2016,Maruti,Ciaz,95191,1,PETROL,602000,Sedan
2018,Hyundai,New,26986,1,PETROL,1305000,Sedan
2015,Skoda,Rapid,63077,1,DIESEL,610000,Sedan
2016,HYUNDAI,XCENT,85374,1,PETROL,510000,Sedan
2020,Skoda,Rapid,40487,1,PETROL,1040000,Sedan
2018,Maruti,Dzire,22528,2,PETROL,757000,Sedan
2018,HONDA,AMAZE,70968,1,PETROL,648000,Sedan
2016,Hyundai,Verna,76824,2,DIESEL,786000,Sedan
2017,Maruti,Ciaz,79593,1,PETROL,638000,Sedan
2015,Hyundai,Xcent,77452,2,PETROL,475000,Sedan
2014,Skoda,Rapid,91319,2,DIESEL,485000,Sedan
2013,Honda,City,104570,1,PETROL,452000,Sedan
2018,Maruti,Ciaz,84331,1,PETROL,821000,Sedan
2018,Maruti,Dzire,76303,1,PETROL,655000,Sedan
2017,Honda,City,51611,2,PETROL,731000,Sedan
2017,Hyundai,Verna,52361,1,PETROL,785000,Sedan
2020,Maruti,Ciaz,68837,1,PETROL,878000,Sedan
2014,HONDA,CITY,58778,1,PETROL,565000,Sedan
2019,Maruti,Dzire,58998,1,PETROL,694000,Sedan
2015,Honda,City,43250,2,PETROL,770000,Sedan
2016,Maruti,Ciaz,69482,2,PETROL,657000,Sedan
2017,Maruti,Dzire,69846,2,PETROL,655300,Sedan
2018,Honda,Amaze,23861,1,PETROL,693000,Sedan
2015,Maruti,Ciaz,75642,2,PETROL,631000,Sedan
2020,Maruti,Ciaz,15790,1,PETROL,954000,Sedan
2021,Toyota,YARIS,20754,1,PETROL,1138000,Sedan
2016,VOLKSWAGEN,VENTO,64173,2,PETROL,774000,Sedan
2020,Hyundai,AURA,13736,2,PETROL,739000,Sedan
2016,VOLKSWAGEN,VENTO,51899,2,PETROL,772000,Sedan
2016,Volkswagen,Vento,49345,2,PETROL,838000,Sedan
2016,Maruti,Ciaz,50687,1,PETROL,709000,Sedan
2014,HONDA,CITY,50617,2,PETROL,606000,Sedan
2015,Honda,City,33745,1,PETROL,679000,Sedan
2017,HYUNDAI,VERNA,57506,1,PETROL,808000,Sedan
2013,Maruti,Swift,46749,1,PETROL,509000,Sedan
2018,Maruti,Dzire,33852,1,PETROL,771000,Sedan
2016,Volkswagen,Vento,90271,1,DIESEL,719000,Sedan
2017,Maruti,Dzire,75187,1,DIESEL,774000,Sedan
2020,Toyota,YARIS,22541,2,PETROL,1192000,Sedan
2022,Honda,Amaze,4331,1,PETROL,1027000,Sedan
2012,Maruti,SWIFT,63285,1,PETROL,506000,Sedan
2018,Honda,City,60955,1,PETROL,1014000,Sedan
2019,Maruti,Dzire,35146,1,PETROL,839000,Sedan
2016,Maruti,Ciaz,55437,2,PETROL,702000,Sedan
2019,Honda,City,27022,1,PETROL,1199000,Sedan
2021,Skoda,Rapid,7129,1,PETROL,1016000,Sedan
2018,Honda,City,66399,1,PETROL,957000,Sedan
2016,Skoda,Rapid,56058,1,DIESEL,793000,Sedan
2014,Honda,City,58549,2,PETROL,571000,Sedan
2018,Maruti,DZIRE,24083,2,PETROL,778000,Sedan
2019,Maruti,Dzire,77387,1,PETROL,661000,Sedan
2016,Maruti,Ciaz,63537,2,PETROL,713000,Sedan
2018,Hyundai,Xcent,27896,1,PETROL,672000,Sedan
2017,HYUNDAI,NEW,36647,2,PETROL,1147000,Sedan
2022,Hyundai,AURA,4417,1,PETROL,908000,Sedan
2016,Volkswagen,Vento,42760,2,PETROL,772000,Sedan
2017,Hyundai,Verna,41080,1,PETROL,838000,Sedan
2018,Honda,City,36750,1,PETROL,913000,Sedan
2018,Maruti,Dzire,44358,1,PETROL,700000,Sedan
2015,Honda,City,75876,1,PETROL,622000,Sedan
2017,Maruti,Dzire,42925,1,PETROL,789000,Sedan
2020,Hyundai,AURA,23585,1,PETROL,719000,Sedan
2021,Honda,City,9210,1,PETROL,1510000,Sedan
2017,Maruti,Dzire,34781,1,PETROL,725000,Sedan
2020,TOYOTA,YARIS,41384,2,PETROL,1126000,Sedan
2018,Maruti,Dzire,51621,1,DIESEL,878000,Sedan
2019,Maruti,Dzire,25905,1,PETROL,713000,Sedan
2016,Maruti,Swift,71423,1,PETROL,639000,Sedan
2018,Hyundai,Verna,34301,1,PETROL,1035000,Sedan
2015,Honda,City,57094,1,PETROL,657000,Sedan
2022,Skoda,SLAVIA,22496,1,PETROL,1592000,Sedan
2016,Maruti,CIAZ,27972,1,PETROL,743000,Sedan
2019,Maruti,Dzire,23804,2,PETROL,690000,Sedan
2016,Maruti,Ciaz,60318,2,PETROL,643000,Sedan
2016,Honda,City,38706,1,PETROL,777000,Sedan
2015,Honda,City,96488,2,PETROL,544000,Sedan
2017,Maruti,Dzire,93533,1,PETROL,627000,Sedan
2017,Maruti,Dzire,60341,2,DIESEL,738000,Sedan
2017,Skoda,Rapid,48820,2,DIESEL,847000,Sedan
2018,Honda,City,80079,2,PETROL,986000,Sedan
2018,Volkswagen,Vento,56224,1,PETROL,905000,Sedan
2020,Toyota,YARIS,16633,1,PETROL,925000,Sedan
2015,Volkswagen,Vento,74822,1,DIESEL,746000,Sedan
2019,Maruti,CIAZ,42471,1,PETROL,1019000,Sedan
2012,Maruti,SWIFT,45237,2,PETROL,481000,Sedan
2021,Honda,City,20630,1,PETROL,1415000,Sedan
2015,Honda,City,93258,1,PETROL,633000,Sedan
2015,HONDA,CITY,61656,2,PETROL,715000,Sedan
2018,Toyota,YARIS,18329,2,PETROL,911000,Sedan
2021,TOYOTA,YARIS,17875,2,PETROL,1074000,Sedan
2021,Toyota,YARIS,8601,1,PETROL,1066000,Sedan
2021,HYUNDAI,VERNA,5473,1,PETROL,1472000,Sedan
2018,Honda,City,26502,2,PETROL,874000,Sedan
